OrderID,OrderDate,ShipDate,ShipMode,CustomerID,ProductID,Region,Country,Quantity,UnitPrice,Discount,SalesAmount,CostAmount,Profit,PaymentMethod,ReturnStatus,ManagerEmail
ORD-20230307,2023-03-18,2023-03-20,Standard Class,CUST-1018,PRD-113,Europe,UK,2,631.81,0.05,1200.44,900,300.44,UPI,Delivered,eu.manager@ysm.com
ORD-20230308,2023-11-18,2023-11-22,First Class,CUST-1016,PRD-109,Europe,UK,4,85.91,0.15,292.09,260,32.09,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230309,2023-05-03,2023-05-04,Second Class,CUST-1021,PRD-113,Asia-Pac,Singapore,10,624.24,0.0,6242.4,4500,1742.4,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230310,2024-12-29,2024-12-31,Second Class,CUST-1046,PRD-107,US-Central,USA,5,514.02,0.1,2313.09,1900,413.09,Credit Card,Delivered,us.manager@ysm.com
ORD-20230311,2024-04-08,2024-04-13,Second Class,CUST-1096,PRD-109,Asia-Pac,UAE,8,84.5,0.0,676.0,520,156.0,Credit Card,Returned,apac.manager@ysm.com
ORD-20230312,2023-08-16,2023-08-18,First Class,CUST-1026,PRD-114,North,India,2,146.31,0.2,234.1,220,14.1,Credit Card,Returned,north.manager@ysm.com
ORD-20230313,2023-03-08,2023-03-10,Standard Class,CUST-1083,PRD-108,Europe,UK,2,105.89,0.1,190.6,150,40.6,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230314,2023-02-21,2023-02-23,Standard Class,CUST-1074,PRD-107,Asia-Pac,Singapore,7,537.45,0.15,3197.83,2660,537.83,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230315,2023-06-26,2023-06-29,Second Class,CUST-1028,PRD-115,Europe,UK,5,45.06,0.15,191.5,175,16.5,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230316,2024-09-23,2024-09-25,Standard Class,CUST-1083,PRD-105,Europe,UK,9,94.48,0.15,722.77,630,92.77,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230317,2023-05-21,2023-05-25,Standard Class,CUST-1026,PRD-111,North,India,9,313.92,0.05,2684.02,1980,704.02,Debit Card,Delivered,north.manager@ysm.com
ORD-20230318,2024-01-03,2024-01-07,First Class,CUST-1070,PRD-113,North,India,10,606.12,0.2,4848.96,4500,348.96,Debit Card,Delivered,north.manager@ysm.com
ORD-20230319,2023-01-27,2023-01-30,Same Day,CUST-1077,PRD-104,South,India,5,75.35,0.0,376.75,300,76.75,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230320,2024-08-21,2024-08-23,Standard Class,CUST-1021,PRD-102,Asia-Pac,Singapore,4,1234.59,0.1,4444.52,3800,644.52,UPI,Delivered,apac.manager@ysm.com
ORD-20230321,2024-02-02,2024-02-05,Standard Class,CUST-1023,PRD-103,US-East,USA,6,1037.85,0.1,5604.39,4800,804.39,Net Banking,Delivered,us.manager@ysm.com
ORD-20230322,2024-07-31,2024-08-02,First Class,CUST-1073,PRD-104,West,India,8,85.04,0.2,544.26,480,64.26,UPI,Delivered,west.manager@ysm.com
ORD-20230323,2023-04-03,2023-04-04,Standard Class,CUST-1030,PRD-110,East,India,9,194.06,0.15,1484.56,1350,134.56,Net Banking,Delivered,east.manager@ysm.com
ORD-20230324,2023-07-26,2023-07-28,Standard Class,CUST-1044,PRD-112,US-East,USA,6,359.94,0.0,2159.64,1680,479.64,UPI,Delivered,us.manager@ysm.com
ORD-20230325,2023-05-26,2023-05-27,Same Day,CUST-1068,PRD-114,West,India,2,145.53,0.1,261.95,220,41.95,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230326,2023-11-06,2023-11-09,First Class,CUST-1018,PRD-103,Europe,UK,7,1117.18,0.15,6647.22,5600,1047.22,UPI,Delivered,eu.manager@ysm.com
ORD-20230327,2024-07-29,2024-08-04,Same Day,CUST-1079,PRD-113,US-West,USA,10,594.61,0.05,5648.8,4500,1148.8,Net Banking,Delivered,us.manager@ysm.com
ORD-20230328,2023-10-29,2023-10-31,Standard Class,CUST-1023,PRD-112,US-East,USA,10,350.1,0.15,2975.85,2800,175.85,UPI,Delivered,us.manager@ysm.com
ORD-20230329,2024-09-18,2024-09-20,First Class,CUST-1082,PRD-110,US-Central,USA,8,190.62,0.05,1448.71,1200,248.71,Credit Card,Delivered,us.manager@ysm.com
ORD-20230330,2023-11-24,2023-11-26,Standard Class,CUST-1082,PRD-115,US-Central,USA,6,50.49,0.15,257.5,210,47.5,Net Banking,Delivered,us.manager@ysm.com
ORD-20230331,2024-12-10,2024-12-11,Same Day,CUST-1045,PRD-105,North,India,1,98.52,0.0,98.52,70,28.52,Debit Card,Delivered,north.manager@ysm.com
ORD-20230332,2023-06-20,2023-06-24,Standard Class,CUST-1064,PRD-115,South,India,9,46.4,0.15,354.96,315,39.96,Debit Card,Delivered,south.manager@ysm.com
ORD-20230333,2024-08-14,2024-08-20,Standard Class,CUST-1098,PRD-111,Asia-Pac,UAE,8,284.93,0.0,2279.44,1760,519.44,Net Banking,Returned,apac.manager@ysm.com
ORD-20230334,2023-09-25,2023-09-26,Standard Class,CUST-1010,PRD-106,East,India,7,308.17,0.05,2049.33,1680,369.33,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20230335,2023-04-06,2023-04-09,Second Class,CUST-1077,PRD-110,South,India,1,214.3,0.15,182.16,150,32.16,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230336,2023-06-10,2023-06-11,First Class,CUST-1013,PRD-106,South,India,4,309.87,0.15,1053.56,960,93.56,Net Banking,Delivered,south.manager@ysm.com
ORD-20230337,2023-04-09,2023-04-10,Standard Class,CUST-1051,PRD-110,South,India,8,203.99,0.05,1550.32,1200,350.32,Net Banking,Returned,south.manager@ysm.com
ORD-20230338,2023-03-31,2023-04-03,Standard Class,CUST-1085,PRD-111,West,India,4,301.41,0.0,1205.64,880,325.64,UPI,Delivered,west.manager@ysm.com
ORD-20230339,2023-10-26,2023-10-27,Same Day,CUST-1061,PRD-114,South,India,7,140.04,0.15,833.24,770,63.24,Net Banking,Delivered,south.manager@ysm.com
ORD-20230340,2024-07-11,2024-07-15,Same Day,CUST-1024,PRD-106,South,India,6,342.5,0.05,1952.25,1440,512.25,Credit Card,Delivered,south.manager@ysm.com
ORD-20230341,2024-04-21,2024-04-24,Standard Class,CUST-1029,PRD-114,West,India,1,143.41,0.05,136.24,110,26.24,Credit Card,Delivered,west.manager@ysm.com
ORD-20230342,2024-07-08,2024-07-12,Same Day,CUST-1097,PRD-110,Asia-Pac,Singapore,1,194.33,0.15,165.18,150,15.18,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230343,2024-05-01,2024-05-06,Second Class,CUST-1031,PRD-108,US-West,USA,7,98.23,0.0,687.61,525,162.61,Credit Card,Delivered,us.manager@ysm.com
ORD-20230344,2024-04-04,2024-04-06,Same Day,CUST-1022,PRD-104,South,India,3,84.7,0.0,254.1,180,74.1,Credit Card,Delivered,south.manager@ysm.com
ORD-20230345,2024-03-21,2024-03-23,Standard Class,CUST-1081,PRD-103,Europe,Germany,5,1133.46,0.1,5100.57,4000,1100.57,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230346,2024-02-11,2024-02-16,Same Day,CUST-1042,PRD-114,South,India,8,143.58,0.0,1148.64,880,268.64,Credit Card,Delivered,south.manager@ysm.com
ORD-20230347,2023-06-01,2023-06-06,Standard Class,CUST-1076,PRD-110,US-West,USA,2,210.25,0.0,420.5,300,120.5,Net Banking,Delivered,us.manager@ysm.com
ORD-20230348,2023-12-19,2023-12-23,Same Day,CUST-1034,PRD-107,US-West,USA,10,524.76,0.2,4198.08,3800,398.08,Credit Card,Delivered,us.manager@ysm.com
ORD-20230349,2024-02-17,2024-02-19,Same Day,CUST-1080,PRD-110,West,India,7,207.92,0.0,1455.44,1050,405.44,Net Banking,Delivered,west.manager@ysm.com
ORD-20230350,2023-02-20,2023-02-26,First Class,CUST-1061,PRD-115,South,India,6,45.63,0.0,273.78,210,63.78,Net Banking,Delivered,south.manager@ysm.com
ORD-20230351,2024-05-18,2024-05-24,First Class,CUST-1088,PRD-102,North,India,4,1372.27,0.05,5214.63,3800,1414.63,Debit Card,Delivered,north.manager@ysm.com
ORD-20230352,2023-11-25,2023-11-28,Same Day,CUST-1094,PRD-107,Asia-Pac,UAE,2,520.98,0.05,989.86,760,229.86,UPI,Delivered,apac.manager@ysm.com
ORD-20230353,2024-02-21,2024-02-27,Second Class,CUST-1063,PRD-113,Europe,Germany,6,608.99,0.0,3653.94,2700,953.94,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230354,2024-06-02,2024-06-06,Second Class,CUST-1018,PRD-113,Europe,UK,10,639.12,0.0,6391.2,4500,1891.2,UPI,Delivered,eu.manager@ysm.com
ORD-20230355,2023-07-25,2023-07-26,First Class,CUST-1032,PRD-101,East,India,6,1140.1,0.05,6498.57,5100,1398.57,Net Banking,Delivered,east.manager@ysm.com
ORD-20230356,2024-06-01,2024-06-05,First Class,CUST-1082,PRD-115,US-Central,USA,1,44.62,0.05,42.39,35,7.39,Debit Card,Delivered,us.manager@ysm.com
ORD-20230357,2023-07-01,2023-07-05,Standard Class,CUST-1076,PRD-109,US-West,USA,3,85.8,0.1,231.66,195,36.66,Net Banking,Returned,us.manager@ysm.com
ORD-20230358,2023-02-20,2023-02-22,Second Class,CUST-1074,PRD-113,Asia-Pac,Singapore,4,649.34,0.05,2467.49,1800,667.49,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230359,2024-06-09,2024-06-10,Second Class,CUST-1100,PRD-113,Europe,UK,8,623.9,0.05,4741.64,3600,1141.64,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230360,2023-08-18,2023-08-21,Same Day,CUST-1078,PRD-113,Asia-Pac,UAE,5,647.37,0.15,2751.32,2250,501.32,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230361,2023-08-12,2023-08-16,Standard Class,CUST-1039,PRD-111,West,India,10,297.91,0.15,2532.24,2200,332.24,Credit Card,Delivered,west.manager@ysm.com
ORD-20230362,2024-11-09,2024-11-12,Standard Class,CUST-1072,PRD-111,South,India,5,301.13,0.1,1355.09,1100,255.09,Debit Card,Delivered,south.manager@ysm.com
ORD-20230363,2023-10-11,2023-10-17,Second Class,CUST-1042,PRD-114,South,India,5,143.59,0.05,682.05,550,132.05,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230364,2023-02-28,2023-03-05,Same Day,CUST-1052,PRD-111,West,India,3,289.06,0.0,867.18,660,207.18,Net Banking,Delivered,west.manager@ysm.com
ORD-20230365,2024-03-04,2024-03-08,First Class,CUST-1050,PRD-112,South,India,10,351.98,0.05,3343.81,2800,543.81,UPI,Delivered,south.manager@ysm.com
ORD-20230366,2024-10-15,2024-10-19,Second Class,CUST-1086,PRD-106,North,India,3,324.35,0.2,778.44,720,58.44,Net Banking,Delivered,north.manager@ysm.com
ORD-20230367,2023-05-12,2023-05-18,Standard Class,CUST-1034,PRD-112,US-West,USA,3,395.27,0.1,1067.23,840,227.23,UPI,Delivered,us.manager@ysm.com
ORD-20230368,2023-11-11,2023-11-15,Standard Class,CUST-1043,PRD-106,Europe,UK,5,312.51,0.15,1328.17,1200,128.17,Debit Card,Returned,eu.manager@ysm.com
ORD-20230369,2024-10-11,2024-10-16,Standard Class,CUST-1075,PRD-110,US-Central,USA,4,189.64,0.2,606.85,600,6.85,Debit Card,Delivered,us.manager@ysm.com
ORD-20230370,2024-02-28,2024-02-29,Same Day,CUST-1020,PRD-103,Europe,UK,6,1158.78,0.15,5909.78,4800,1109.78,UPI,Delivered,eu.manager@ysm.com
ORD-20230371,2023-07-04,2023-07-05,Standard Class,CUST-1063,PRD-106,Europe,Germany,3,330.29,0.1,891.78,720,171.78,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230372,2023-08-03,2023-08-05,Same Day,CUST-1074,PRD-113,Asia-Pac,Singapore,2,576.76,0.05,1095.84,900,195.84,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230373,2024-05-03,2024-05-07,First Class,CUST-1001,PRD-101,East,India,6,1153.24,0.0,6919.44,5100,1819.44,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20230374,2024-11-23,2024-11-24,Second Class,CUST-1081,PRD-112,Europe,Germany,6,363.93,0.1,1965.22,1680,285.22,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230375,2024-08-25,2024-08-28,Same Day,CUST-1022,PRD-102,South,India,5,1344.03,0.1,6048.14,4750,1298.14,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230376,2023-12-12,2023-12-16,Second Class,CUST-1088,PRD-103,North,India,8,1054.84,0.1,7594.85,6400,1194.85,UPI,Delivered,north.manager@ysm.com
ORD-20230377,2024-02-18,2024-02-19,Standard Class,CUST-1030,PRD-104,East,India,3,83.73,0.05,238.63,180,58.63,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20230378,2023-05-07,2023-05-10,Standard Class,CUST-1092,PRD-111,Europe,UK,7,309.85,0.1,1952.06,1540,412.06,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230379,2024-11-08,2024-11-09,Same Day,CUST-1084,PRD-114,East,India,2,137.93,0.15,234.48,220,14.48,Debit Card,Delivered,east.manager@ysm.com
ORD-20230380,2023-09-16,2023-09-20,Same Day,CUST-1090,PRD-103,South,India,1,1032.88,0.1,929.59,800,129.59,Credit Card,Delivered,south.manager@ysm.com
ORD-20230381,2023-10-04,2023-10-09,Standard Class,CUST-1078,PRD-112,Asia-Pac,UAE,2,357.68,0.2,572.29,560,12.29,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230382,2023-04-19,2023-04-23,Second Class,CUST-1026,PRD-110,North,India,5,193.49,0.2,773.96,750,23.96,Net Banking,Delivered,north.manager@ysm.com
ORD-20230383,2023-10-30,2023-11-01,First Class,CUST-1006,PRD-109,US-East,USA,4,87.7,0.15,298.18,260,38.18,UPI,Returned,us.manager@ysm.com
ORD-20230384,2024-11-18,2024-11-19,Standard Class,CUST-1015,PRD-114,Asia-Pac,UAE,8,150.13,0.05,1140.99,880,260.99,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230385,2023-04-14,2023-04-17,Same Day,CUST-1083,PRD-104,Europe,UK,5,80.48,0.1,362.16,300,62.16,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230386,2023-06-28,2023-06-29,Standard Class,CUST-1038,PRD-106,South,India,6,338.48,0.15,1726.25,1440,286.25,Credit Card,Delivered,south.manager@ysm.com
ORD-20230387,2023-02-16,2023-02-17,Same Day,CUST-1018,PRD-111,Europe,UK,6,303.48,0.1,1638.79,1320,318.79,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230388,2023-04-06,2023-04-09,First Class,CUST-1044,PRD-103,US-East,USA,7,1018.21,0.15,6058.35,5600,458.35,Debit Card,Delivered,us.manager@ysm.com
ORD-20230389,2024-05-04,2024-05-08,Standard Class,CUST-1084,PRD-115,East,India,2,49.33,0.05,93.73,70,23.73,UPI,Delivered,east.manager@ysm.com
ORD-20230390,2024-08-27,2024-08-31,First Class,CUST-1073,PRD-111,West,India,10,294.28,0.15,2501.38,2200,301.38,Cash on Delivery,Returned,west.manager@ysm.com
ORD-20230391,2024-12-01,2024-12-07,Same Day,CUST-1017,PRD-108,North,India,2,107.56,0.15,182.85,150,32.85,Credit Card,Delivered,north.manager@ysm.com
ORD-20230392,2024-11-01,2024-11-04,Second Class,CUST-1002,PRD-112,West,India,9,398.63,0.2,2870.14,2520,350.14,Net Banking,Delivered,west.manager@ysm.com
ORD-20230393,2024-12-05,2024-12-11,First Class,CUST-1080,PRD-102,West,India,4,1269.74,0.15,4317.12,3800,517.12,Debit Card,Delivered,west.manager@ysm.com
ORD-20230394,2024-07-25,2024-07-30,Same Day,CUST-1007,PRD-101,Europe,Germany,3,1171.88,0.2,2812.51,2550,262.51,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230395,2023-03-18,2023-03-22,Second Class,CUST-1042,PRD-104,South,India,5,78.97,0.0,394.85,300,94.85,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230396,2024-02-17,2024-02-19,Standard Class,CUST-1011,PRD-108,West,India,10,100.41,0.15,853.48,750,103.48,Debit Card,Delivered,west.manager@ysm.com
ORD-20230397,2023-05-02,2023-05-06,Standard Class,CUST-1096,PRD-111,Asia-Pac,UAE,7,275.78,0.15,1640.89,1540,100.89,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230398,2023-04-04,2023-04-09,Second Class,CUST-1080,PRD-111,West,India,9,288.4,0.2,2076.48,1980,96.48,Debit Card,Delivered,west.manager@ysm.com
ORD-20230399,2024-01-08,2024-01-09,Same Day,CUST-1029,PRD-114,West,India,9,147.5,0.2,1062.0,990,72.0,Net Banking,Delivered,west.manager@ysm.com
ORD-20230400,2023-04-27,2023-04-28,First Class,CUST-1098,PRD-111,Asia-Pac,UAE,6,284.76,0.1,1537.7,1320,217.7,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230401,2024-12-19,2024-12-20,Standard Class,CUST-1006,PRD-115,US-East,USA,3,44.9,0.15,114.49,105,9.49,Net Banking,Delivered,us.manager@ysm.com
ORD-20230402,2023-07-12,2023-07-13,Standard Class,CUST-1051,PRD-104,South,India,4,80.48,0.1,289.73,240,49.73,Debit Card,Returned,south.manager@ysm.com
ORD-20230403,2024-10-10,2024-10-16,Second Class,CUST-1076,PRD-102,US-West,USA,8,1334.21,0.15,9072.63,7600,1472.63,Debit Card,Returned,us.manager@ysm.com
ORD-20230404,2023-02-19,2023-02-24,Second Class,CUST-1056,PRD-114,West,India,9,150.37,0.05,1285.66,990,295.66,UPI,Delivered,west.manager@ysm.com
ORD-20230405,2024-11-04,2024-11-09,Second Class,CUST-1078,PRD-115,Asia-Pac,UAE,7,46.0,0.15,273.7,245,28.7,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230406,2023-12-18,2023-12-21,First Class,CUST-1058,PRD-113,North,India,7,574.5,0.2,3217.2,3150,67.2,Cash on Delivery,Delivered,north.manager@ysm.com
ORD-20230407,2024-12-29,2025-01-04,First Class,CUST-1071,PRD-111,US-Central,USA,4,284.56,0.2,910.59,880,30.59,Net Banking,Delivered,us.manager@ysm.com
ORD-20230408,2023-05-16,2023-05-22,First Class,CUST-1084,PRD-103,East,India,6,1080.62,0.0,6483.72,4800,1683.72,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20230409,2024-08-07,2024-08-13,Same Day,CUST-1091,PRD-107,North,India,9,526.24,0.1,4262.54,3420,842.54,Credit Card,Delivered,north.manager@ysm.com
ORD-20230410,2023-01-26,2023-01-30,Second Class,CUST-1019,PRD-101,US-East,USA,4,1176.44,0.1,4235.18,3400,835.18,Net Banking,Delivered,us.manager@ysm.com
ORD-20230411,2023-05-30,2023-05-31,First Class,CUST-1089,PRD-113,North,India,9,589.06,0.0,5301.54,4050,1251.54,Debit Card,Delivered,north.manager@ysm.com
ORD-20230412,2024-11-22,2024-11-28,Second Class,CUST-1072,PRD-114,South,India,9,142.43,0.15,1089.59,990,99.59,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230413,2024-12-13,2024-12-16,Same Day,CUST-1089,PRD-111,North,India,7,277.07,0.15,1648.57,1540,108.57,Net Banking,Delivered,north.manager@ysm.com
ORD-20230414,2023-02-25,2023-02-26,First Class,CUST-1096,PRD-105,Asia-Pac,UAE,8,90.34,0.05,686.58,560,126.58,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230415,2024-09-09,2024-09-11,Second Class,CUST-1100,PRD-112,Europe,UK,5,404.0,0.15,1717.0,1400,317.0,Credit Card,Delivered,eu.manager@ysm.com
ORD-20230416,2023-06-27,2023-07-03,First Class,CUST-1066,PRD-102,North,India,7,1259.17,0.1,7932.77,6650,1282.77,UPI,Delivered,north.manager@ysm.com
ORD-20230417,2023-09-19,2023-09-20,Second Class,CUST-1043,PRD-108,Europe,UK,3,104.4,0.0,313.2,225,88.2,Net Banking,Delivered,eu.manager@ysm.com
ORD-20230418,2024-10-02,2024-10-07,First Class,CUST-1085,PRD-105,West,India,10,94.37,0.2,754.96,700,54.96,Credit Card,Delivered,west.manager@ysm.com
ORD-20230419,2023-11-22,2023-11-27,Same Day,CUST-1029,PRD-103,West,India,9,1083.3,0.05,9262.21,7200,2062.21,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230420,2023-04-05,2023-04-08,First Class,CUST-1029,PRD-115,West,India,6,45.24,0.1,244.3,210,34.3,Net Banking,Delivered,west.manager@ysm.com
ORD-20230421,2024-09-25,2024-09-30,First Class,CUST-1061,PRD-109,South,India,1,91.96,0.0,91.96,65,26.96,Debit Card,Delivered,south.manager@ysm.com
ORD-20230422,2024-10-19,2024-10-24,Standard Class,CUST-1080,PRD-104,West,India,6,86.51,0.15,441.2,360,81.2,Debit Card,Delivered,west.manager@ysm.com
ORD-20230423,2023-10-17,2023-10-18,Same Day,CUST-1067,PRD-114,South,India,9,154.45,0.2,1112.04,990,122.04,Debit Card,Returned,south.manager@ysm.com
ORD-20230424,2024-10-29,2024-10-31,Standard Class,CUST-1042,PRD-109,South,India,2,82.32,0.05,156.41,130,26.41,Credit Card,Delivered,south.manager@ysm.com
ORD-20230425,2024-10-06,2024-10-08,Same Day,CUST-1088,PRD-107,North,India,4,538.51,0.2,1723.23,1520,203.23,Credit Card,Delivered,north.manager@ysm.com
ORD-20230426,2023-06-07,2023-06-08,Standard Class,CUST-1059,PRD-112,Asia-Pac,Singapore,2,368.58,0.0,737.16,560,177.16,UPI,Delivered,apac.manager@ysm.com
ORD-20230427,2024-07-25,2024-07-26,Same Day,CUST-1074,PRD-114,Asia-Pac,Singapore,5,142.51,0.15,605.67,550,55.67,Debit Card,Delivered,apac.manager@ysm.com
ORD-20230428,2024-03-19,2024-03-22,Standard Class,CUST-1003,PRD-107,West,India,9,526.17,0.0,4735.53,3420,1315.53,Cash on Delivery,Returned,west.manager@ysm.com
ORD-20230429,2023-03-16,2023-03-19,Standard Class,CUST-1065,PRD-102,Europe,Germany,5,1242.57,0.2,4970.28,4750,220.28,Net Banking,Delivered,eu.manager@ysm.com
ORD-20230430,2024-03-24,2024-03-28,Second Class,CUST-1051,PRD-114,South,India,8,152.04,0.05,1155.5,880,275.5,UPI,Delivered,south.manager@ysm.com
ORD-20230431,2024-07-12,2024-07-15,Second Class,CUST-1082,PRD-103,US-Central,USA,6,1047.69,0.0,6286.14,4800,1486.14,Credit Card,Returned,us.manager@ysm.com
ORD-20230432,2024-08-09,2024-08-14,Second Class,CUST-1051,PRD-109,South,India,2,88.37,0.1,159.07,130,29.07,Net Banking,Delivered,south.manager@ysm.com
ORD-20230433,2024-10-23,2024-10-28,Second Class,CUST-1019,PRD-103,US-East,USA,10,1029.44,0.1,9264.96,8000,1264.96,Credit Card,Delivered,us.manager@ysm.com
ORD-20230434,2024-08-03,2024-08-04,Standard Class,CUST-1097,PRD-115,Asia-Pac,Singapore,9,50.68,0.15,387.7,315,72.7,Net Banking,Delivered,apac.manager@ysm.com
ORD-20230435,2023-09-14,2023-09-15,Second Class,CUST-1026,PRD-112,North,India,6,382.51,0.1,2065.55,1680,385.55,UPI,Delivered,north.manager@ysm.com
ORD-20230436,2024-09-26,2024-09-27,First Class,CUST-1025,PRD-106,Europe,Germany,6,323.32,0.2,1551.94,1440,111.94,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230437,2024-08-03,2024-08-06,Second Class,CUST-1041,PRD-107,South,India,6,487.82,0.05,2780.57,2280,500.57,Debit Card,Delivered,south.manager@ysm.com
ORD-20230438,2024-01-04,2024-01-06,Same Day,CUST-1087,PRD-112,Europe,Germany,8,368.57,0.15,2506.28,2240,266.28,Net Banking,Delivered,eu.manager@ysm.com
ORD-20230439,2024-05-13,2024-05-18,Second Class,CUST-1014,PRD-103,South,India,2,1103.29,0.1,1985.92,1600,385.92,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230440,2024-10-03,2024-10-04,Same Day,CUST-1094,PRD-102,Asia-Pac,UAE,9,1357.0,0.0,12213.0,8550,3663.0,Cash on Delivery,Delivered,apac.manager@ysm.com
ORD-20230441,2023-02-07,2023-02-12,Second Class,CUST-1034,PRD-109,US-West,USA,9,92.87,0.15,710.46,585,125.46,Net Banking,Delivered,us.manager@ysm.com
ORD-20230442,2024-08-26,2024-09-01,Same Day,CUST-1038,PRD-103,South,India,9,1074.35,0.0,9669.15,7200,2469.15,Net Banking,Delivered,south.manager@ysm.com
ORD-20230443,2024-11-09,2024-11-11,Same Day,CUST-1079,PRD-111,US-West,USA,9,282.3,0.05,2413.66,1980,433.66,UPI,Delivered,us.manager@ysm.com
ORD-20230444,2024-08-02,2024-08-08,Second Class,CUST-1019,PRD-112,US-East,USA,6,390.99,0.0,2345.94,1680,665.94,Debit Card,Delivered,us.manager@ysm.com
ORD-20230445,2023-09-28,2023-10-01,Same Day,CUST-1030,PRD-101,East,India,9,1176.16,0.1,9526.9,7650,1876.9,Debit Card,Delivered,east.manager@ysm.com
ORD-20230446,2023-02-17,2023-02-18,First Class,CUST-1084,PRD-106,East,India,9,304.95,0.1,2470.09,2160,310.09,Cash on Delivery,Delivered,east.manager@ysm.com
ORD-20230447,2023-06-28,2023-07-02,First Class,CUST-1084,PRD-107,East,India,2,502.76,0.2,804.42,760,44.42,Debit Card,Delivered,east.manager@ysm.com
ORD-20230448,2023-08-17,2023-08-22,Same Day,CUST-1052,PRD-106,West,India,6,339.23,0.15,1730.07,1440,290.07,Cash on Delivery,Returned,west.manager@ysm.com
ORD-20230449,2023-05-23,2023-05-27,Second Class,CUST-1022,PRD-104,South,India,5,75.93,0.05,360.67,300,60.67,UPI,Delivered,south.manager@ysm.com
ORD-20230450,2024-09-08,2024-09-14,Same Day,CUST-1016,PRD-111,Europe,UK,6,285.14,0.0,1710.84,1320,390.84,Debit Card,Delivered,eu.manager@ysm.com
ORD-20230451,2024-08-27,2024-08-29,Second Class,CUST-1083,PRD-114,Europe,UK,4,146.54,0.0,586.16,440,146.16,Cash on Delivery,Delivered,eu.manager@ysm.com
ORD-20230452,2023-05-18,2023-05-24,Second Class,CUST-1066,PRD-101,North,India,3,1213.94,0.0,3641.82,2550,1091.82,Net Banking,Delivered,north.manager@ysm.com
ORD-20230453,2024-06-13,2024-06-17,Second Class,CUST-1077,PRD-110,South,India,5,206.63,0.0,1033.15,750,283.15,Debit Card,Delivered,south.manager@ysm.com
ORD-20230454,2024-04-27,2024-05-01,Second Class,CUST-1022,PRD-104,South,India,10,84.96,0.05,807.12,600,207.12,Cash on Delivery,Delivered,south.manager@ysm.com
ORD-20230455,2023-09-28,2023-09-30,Standard Class,CUST-1093,PRD-111,Asia-Pac,UAE,8,290.08,0.2,1856.51,1760,96.51,UPI,Delivered,apac.manager@ysm.com
ORD-20230456,2023-05-16,2023-05-17,Second Class,CUST-1003,PRD-104,West,India,9,81.27,0.15,621.72,540,81.72,Cash on Delivery,Delivered,west.manager@ysm.com
ORD-20230457,2024-05-02,2024-05-07,Standard Class,CUST-1077,PRD-101,South,India,9,1211.72,0.2,8724.38,7650,1074.38,Credit Card,Delivered,south.manager@ysm.com
ORD-20230458,2023-05-14,2023-05-19,Same Day,CUST-1070,PRD-114,North,India,7,137.53,0.2,770.17,770,0.17,Net Banking,Delivered,north.manager@ysm.com
ORD-20230459,2024-12-15,2024-12-20,First Class,CUST-1055,PRD-104,South,India,8,86.26,0.15,586.57,480,106.57,Cash on Delivery,Delivered,south.manager@ysm.com
