IncidentID,Timestamp,SourceIP,DestinationServer,AttackerCountry,AttackType,Severity,Status,ResponseTimeMinutes,FirewallAction
SEC-INC-50406,2024-12-23 22:02:44,218.246.17.146,SRV-PROD-05,India,DDoS Attack,Low,Mitigated,99,Alerted
SEC-INC-50407,2024-06-02 17:48:25,125.140.191.49,SRV-PROD-04,USA,Phishing Attempt,Medium,Mitigated,124,Alerted
SEC-INC-50408,2024-06-15 14:40:53,163.223.231.119,SRV-PROD-08,USA,Brute Force SSH,Medium,Mitigated,112,Allowed
SEC-INC-50409,2024-03-12 11:31:53,142.254.223.162,SRV-PROD-03,Netherlands,SQL Injection,Low,Investigating,,Allowed
SEC-INC-50410,2024-10-30 06:41:45,100.25.5.101,SRV-PROD-08,USA,SQL Injection,Low,Resolved,132,Alerted
SEC-INC-50411,2024-03-22 11:03:03,185.72.59.49,SRV-PROD-08,Unknown,DDoS Attack,Medium,Investigating,,Alerted
SEC-INC-50412,2024-12-06 02:10:32,135.247.28.18,SRV-PROD-06,Unknown,Malware Infiltration,Low,Investigating,,Blocked
SEC-INC-50413,2024-09-10 07:52:44,151.126.4.245,SRV-PROD-05,USA,SQL Injection,Medium,Mitigated,161,Allowed
SEC-INC-50414,2024-11-02 04:42:44,180.73.88.186,SRV-PROD-06,USA,SQL Injection,Medium,Mitigated,21,Allowed
SEC-INC-50415,2024-08-16 13:28:17,151.64.54.242,SRV-PROD-06,Brazil,SQL Injection,Medium,Mitigated,76,Blocked
SEC-INC-50416,2024-06-23 21:00:57,129.179.50.231,SRV-PROD-03,India,Privilege Escalation,Medium,Investigating,,Blocked
SEC-INC-50417,2024-10-30 22:11:13,105.209.210.64,SRV-PROD-08,Unknown,Phishing Attempt,Low,Resolved,103,Allowed
SEC-INC-50418,2024-11-15 11:42:39,65.136.126.119,SRV-PROD-05,China,DDoS Attack,Low,Investigating,,Alerted
SEC-INC-50419,2024-12-30 05:12:34,138.218.200.16,SRV-PROD-08,Brazil,Brute Force SSH,Medium,False Positive,96,Blocked
SEC-INC-50420,2024-09-04 20:27:26,82.201.70.245,SRV-PROD-06,Unknown,SQL Injection,Medium,Investigating,,Blocked
SEC-INC-50421,2024-04-06 21:45:26,199.31.76.188,SRV-PROD-01,Brazil,Malware Infiltration,High,False Positive,68,Blocked
SEC-INC-50422,2024-07-11 15:24:02,47.77.67.53,SRV-PROD-03,Germany,Phishing Attempt,Low,Mitigated,25,Alerted
SEC-INC-50423,2024-08-26 05:22:28,159.161.98.143,SRV-PROD-03,Unknown,SQL Injection,Low,False Positive,121,Alerted
SEC-INC-50424,2024-04-11 22:05:00,161.73.42.151,SRV-PROD-03,India,Phishing Attempt,Low,False Positive,146,Alerted
SEC-INC-50425,2024-07-07 05:09:39,125.213.185.97,SRV-PROD-01,Netherlands,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50426,2024-11-09 01:15:26,209.73.83.145,SRV-PROD-01,Russia,Privilege Escalation,Medium,Investigating,,Alerted
SEC-INC-50427,2024-02-02 02:28:19,80.39.27.134,SRV-PROD-03,Brazil,Phishing Attempt,High,False Positive,91,Blocked
SEC-INC-50428,2024-02-11 15:01:25,132.193.18.127,SRV-PROD-07,Russia,Malware Infiltration,Medium,Mitigated,44,Blocked
SEC-INC-50429,2024-02-15 07:32:45,159.41.30.196,SRV-PROD-05,Brazil,Brute Force SSH,Low,Resolved,18,Blocked
SEC-INC-50430,2024-12-23 08:12:39,167.11.11.57,SRV-PROD-04,USA,Brute Force SSH,Medium,False Positive,104,Blocked
SEC-INC-50431,2024-12-09 14:24:39,49.131.196.75,SRV-PROD-08,Russia,Privilege Escalation,Medium,Mitigated,145,Allowed
SEC-INC-50432,2024-01-21 07:17:10,195.10.54.59,SRV-PROD-08,Russia,SQL Injection,Medium,False Positive,135,Allowed
SEC-INC-50433,2024-07-22 07:44:49,83.138.2.235,SRV-PROD-05,Germany,Malware Infiltration,Low,Mitigated,45,Allowed
SEC-INC-50434,2024-11-07 09:19:50,130.51.84.230,SRV-PROD-05,Netherlands,Phishing Attempt,Medium,Mitigated,12,Alerted
SEC-INC-50435,2024-11-04 23:43:01,216.132.198.104,SRV-PROD-04,USA,Phishing Attempt,Low,Resolved,57,Allowed
SEC-INC-50436,2024-10-18 10:52:19,217.55.227.152,SRV-PROD-05,India,DDoS Attack,Low,Investigating,,Blocked
SEC-INC-50437,2024-05-09 07:53:37,175.7.80.4,SRV-PROD-04,USA,SQL Injection,Low,Mitigated,88,Alerted
SEC-INC-50438,2024-07-19 21:54:40,87.236.126.123,SRV-PROD-05,Brazil,Phishing Attempt,Medium,Resolved,12,Blocked
SEC-INC-50439,2024-01-26 00:24:29,115.239.1.78,SRV-PROD-08,Netherlands,Privilege Escalation,Medium,Investigating,,Allowed
SEC-INC-50440,2024-01-28 13:24:01,100.166.49.249,SRV-PROD-07,India,Phishing Attempt,Low,Resolved,81,Allowed
SEC-INC-50441,2024-03-02 10:59:50,81.68.117.239,SRV-PROD-04,China,Privilege Escalation,Medium,Resolved,126,Allowed
SEC-INC-50442,2024-01-08 04:05:56,67.186.61.117,SRV-PROD-05,Germany,Phishing Attempt,Medium,Mitigated,21,Blocked
SEC-INC-50443,2024-12-20 05:34:52,100.17.102.174,SRV-PROD-07,Russia,Phishing Attempt,Medium,Mitigated,110,Allowed
SEC-INC-50444,2024-01-07 20:59:57,56.169.17.246,SRV-PROD-05,Germany,Privilege Escalation,Medium,False Positive,11,Blocked
SEC-INC-50445,2024-05-19 06:50:50,105.177.115.208,SRV-PROD-01,Russia,Malware Infiltration,High,Mitigated,148,Blocked
SEC-INC-50446,2024-12-25 17:47:12,104.184.218.191,SRV-PROD-01,Germany,SQL Injection,Low,False Positive,121,Alerted
SEC-INC-50447,2024-10-05 05:58:02,140.169.231.96,SRV-PROD-03,India,Privilege Escalation,Medium,Mitigated,49,Blocked
SEC-INC-50448,2024-07-24 13:32:53,164.252.89.197,SRV-PROD-05,USA,Privilege Escalation,High,Mitigated,177,Blocked
SEC-INC-50449,2024-10-04 14:50:54,137.247.111.23,SRV-PROD-05,USA,SQL Injection,High,Mitigated,120,Blocked
SEC-INC-50450,2024-10-03 05:58:52,55.88.130.236,SRV-PROD-03,India,Malware Infiltration,Medium,Investigating,,Blocked
SEC-INC-50451,2024-03-12 07:29:36,146.21.211.108,SRV-PROD-02,Russia,Malware Infiltration,Low,Resolved,70,Blocked
SEC-INC-50452,2024-12-06 05:59:47,103.176.182.202,SRV-PROD-06,Unknown,Phishing Attempt,Low,False Positive,145,Alerted
SEC-INC-50453,2024-09-24 23:55:00,145.57.148.90,SRV-PROD-07,China,Brute Force SSH,Medium,Mitigated,44,Blocked
SEC-INC-50454,2024-04-06 00:01:18,174.205.28.127,SRV-PROD-03,China,Privilege Escalation,Critical,Investigating,,Blocked
SEC-INC-50455,2024-07-26 11:01:36,98.139.164.25,SRV-PROD-04,Russia,Phishing Attempt,Low,Resolved,58,Allowed
SEC-INC-50456,2024-12-14 02:35:50,62.65.116.244,SRV-PROD-02,Netherlands,SQL Injection,Medium,Resolved,157,Alerted
SEC-INC-50457,2024-06-24 14:07:02,140.54.78.110,SRV-PROD-08,Russia,Privilege Escalation,Medium,Resolved,132,Alerted
SEC-INC-50458,2024-06-28 01:07:48,110.180.122.221,SRV-PROD-07,China,DDoS Attack,Medium,False Positive,180,Alerted
SEC-INC-50459,2024-01-14 13:50:03,54.247.125.195,SRV-PROD-02,Unknown,SQL Injection,Medium,Resolved,67,Blocked
SEC-INC-50460,2024-11-19 03:25:21,161.98.192.87,SRV-PROD-04,Unknown,Phishing Attempt,Low,Mitigated,60,Blocked
SEC-INC-50461,2024-07-29 03:27:25,47.176.33.152,SRV-PROD-01,Unknown,Phishing Attempt,Medium,Mitigated,75,Blocked
SEC-INC-50462,2024-10-16 14:07:59,182.168.186.13,SRV-PROD-05,China,Privilege Escalation,Medium,Investigating,,Alerted
SEC-INC-50463,2024-05-30 05:55:31,55.75.154.85,SRV-PROD-07,China,Privilege Escalation,Low,Resolved,55,Alerted
SEC-INC-50464,2024-09-05 09:04:02,46.100.199.191,SRV-PROD-03,Netherlands,Phishing Attempt,Low,Investigating,,Alerted
SEC-INC-50465,2024-12-15 21:14:49,171.59.183.114,SRV-PROD-02,China,Brute Force SSH,Low,Resolved,117,Alerted
SEC-INC-50466,2024-07-06 15:39:17,50.182.135.230,SRV-PROD-06,China,DDoS Attack,Medium,False Positive,116,Blocked
SEC-INC-50467,2024-12-25 15:22:25,62.17.23.68,SRV-PROD-06,Unknown,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50468,2024-03-02 00:52:40,86.23.147.48,SRV-PROD-04,Unknown,Privilege Escalation,Critical,False Positive,147,Blocked
SEC-INC-50469,2024-05-14 17:23:56,62.249.203.169,SRV-PROD-03,Netherlands,Phishing Attempt,Medium,Investigating,,Allowed
SEC-INC-50470,2024-03-16 10:56:06,79.192.180.101,SRV-PROD-01,India,Phishing Attempt,Medium,Resolved,33,Blocked
SEC-INC-50471,2024-12-06 09:40:50,194.136.3.78,SRV-PROD-03,India,Brute Force SSH,High,Investigating,,Blocked
SEC-INC-50472,2024-04-06 17:17:07,167.123.55.26,SRV-PROD-03,Netherlands,Malware Infiltration,Medium,Resolved,42,Blocked
SEC-INC-50473,2024-03-06 18:33:49,82.221.195.18,SRV-PROD-08,China,Malware Infiltration,Low,Mitigated,165,Alerted
SEC-INC-50474,2024-04-25 09:33:22,149.16.193.111,SRV-PROD-01,India,DDoS Attack,Low,False Positive,105,Alerted
SEC-INC-50475,2024-11-06 08:10:54,77.123.158.244,SRV-PROD-07,USA,Brute Force SSH,Medium,False Positive,132,Allowed
SEC-INC-50476,2024-08-09 21:50:19,52.107.17.144,SRV-PROD-02,USA,Privilege Escalation,Low,False Positive,105,Alerted
SEC-INC-50477,2024-08-25 23:40:18,132.78.215.138,SRV-PROD-06,Germany,DDoS Attack,Medium,Mitigated,155,Blocked
SEC-INC-50478,2024-10-13 22:02:05,198.170.202.147,SRV-PROD-03,Unknown,SQL Injection,Low,Mitigated,92,Blocked
SEC-INC-50479,2024-09-21 22:26:28,206.17.65.162,SRV-PROD-05,Germany,SQL Injection,Medium,Investigating,,Alerted
SEC-INC-50480,2024-06-14 08:43:00,189.49.90.249,SRV-PROD-05,Brazil,SQL Injection,Medium,Mitigated,76,Alerted
SEC-INC-50481,2024-11-02 15:25:54,216.169.49.197,SRV-PROD-03,Germany,Brute Force SSH,Medium,False Positive,143,Blocked
SEC-INC-50482,2024-06-13 07:26:39,163.149.134.45,SRV-PROD-02,Germany,Privilege Escalation,Low,False Positive,51,Blocked
SEC-INC-50483,2024-09-11 13:39:11,107.101.124.184,SRV-PROD-05,Unknown,Malware Infiltration,Low,False Positive,160,Allowed
SEC-INC-50484,2024-05-09 04:31:49,141.209.141.252,SRV-PROD-07,Russia,Phishing Attempt,Low,False Positive,131,Alerted
SEC-INC-50485,2024-10-08 21:14:51,115.131.146.108,SRV-PROD-04,Germany,Phishing Attempt,Critical,Mitigated,157,Blocked
SEC-INC-50486,2024-02-25 17:20:38,156.100.81.31,SRV-PROD-03,USA,Phishing Attempt,Low,Resolved,15,Allowed
SEC-INC-50487,2024-05-22 03:54:45,185.138.69.33,SRV-PROD-02,Netherlands,Brute Force SSH,Low,Resolved,7,Allowed
SEC-INC-50488,2024-06-21 22:43:56,115.73.111.62,SRV-PROD-04,Brazil,Malware Infiltration,Medium,False Positive,146,Alerted
SEC-INC-50489,2024-05-01 05:31:24,50.142.150.82,SRV-PROD-04,USA,DDoS Attack,Low,Resolved,46,Allowed
SEC-INC-50490,2024-10-19 22:21:35,114.208.125.32,SRV-PROD-02,Brazil,DDoS Attack,Low,Mitigated,161,Allowed
SEC-INC-50491,2024-03-29 08:01:20,116.28.1.62,SRV-PROD-05,Netherlands,Malware Infiltration,High,Mitigated,119,Blocked
SEC-INC-50492,2024-04-19 08:27:12,70.217.21.105,SRV-PROD-08,Unknown,Brute Force SSH,Medium,Mitigated,162,Alerted
SEC-INC-50493,2024-01-12 19:42:24,114.53.226.173,SRV-PROD-08,Netherlands,Malware Infiltration,Low,Resolved,132,Blocked
SEC-INC-50494,2024-11-11 14:07:22,158.156.53.96,SRV-PROD-03,China,Malware Infiltration,High,Mitigated,48,Blocked
SEC-INC-50495,2024-07-25 07:32:29,100.81.91.104,SRV-PROD-05,Brazil,Privilege Escalation,Low,Investigating,,Alerted
SEC-INC-50496,2024-11-03 17:06:06,51.176.240.145,SRV-PROD-04,China,DDoS Attack,Medium,Resolved,104,Blocked
SEC-INC-50497,2024-06-25 13:05:23,142.6.126.112,SRV-PROD-08,Netherlands,Phishing Attempt,Medium,False Positive,63,Alerted
SEC-INC-50498,2024-07-06 09:27:40,167.41.44.57,SRV-PROD-04,Russia,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50499,2024-12-28 05:46:48,68.158.179.142,SRV-PROD-01,Germany,Phishing Attempt,Medium,False Positive,120,Allowed
SEC-INC-50500,2024-05-30 05:09:24,156.72.223.235,SRV-PROD-03,Brazil,DDoS Attack,Low,Resolved,64,Allowed
SEC-INC-50501,2024-11-13 01:53:54,191.168.201.201,SRV-PROD-03,Germany,Malware Infiltration,Medium,Mitigated,47,Allowed
SEC-INC-50502,2024-01-09 07:06:49,199.183.20.18,SRV-PROD-02,Germany,Brute Force SSH,Medium,Mitigated,146,Alerted
SEC-INC-50503,2024-04-01 05:33:37,181.239.48.63,SRV-PROD-01,India,Brute Force SSH,High,Resolved,133,Blocked
SEC-INC-50504,2024-09-15 02:04:11,145.35.43.13,SRV-PROD-08,USA,Brute Force SSH,Low,False Positive,151,Alerted
SEC-INC-50505,2024-08-24 08:56:56,161.45.182.29,SRV-PROD-04,USA,Privilege Escalation,Medium,Resolved,22,Alerted
SEC-INC-50506,2024-03-10 00:01:15,118.118.136.205,SRV-PROD-08,Netherlands,Malware Infiltration,Medium,Mitigated,139,Alerted
SEC-INC-50507,2024-11-27 18:55:12,135.202.156.148,SRV-PROD-07,Germany,Malware Infiltration,Critical,Investigating,,Blocked
SEC-INC-50508,2024-09-14 18:11:40,77.207.10.53,SRV-PROD-02,India,SQL Injection,Low,Mitigated,102,Alerted
SEC-INC-50509,2024-06-02 13:36:11,51.81.125.51,SRV-PROD-01,Brazil,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50510,2024-08-18 21:29:48,80.167.204.78,SRV-PROD-07,Brazil,Brute Force SSH,Low,Investigating,,Alerted
SEC-INC-50511,2024-05-09 17:43:22,147.120.183.120,SRV-PROD-06,Brazil,DDoS Attack,Low,Resolved,67,Allowed
SEC-INC-50512,2024-11-23 03:41:15,120.96.14.90,SRV-PROD-08,Netherlands,Privilege Escalation,High,Resolved,158,Blocked
SEC-INC-50513,2024-05-30 12:55:00,176.142.123.11,SRV-PROD-08,China,SQL Injection,Low,False Positive,134,Allowed
SEC-INC-50514,2024-01-06 03:41:17,82.191.183.144,SRV-PROD-05,Russia,Phishing Attempt,Medium,False Positive,11,Alerted
SEC-INC-50515,2024-07-25 12:09:43,201.118.89.160,SRV-PROD-06,Germany,SQL Injection,Low,Resolved,117,Alerted
SEC-INC-50516,2024-08-09 18:42:47,54.171.200.141,SRV-PROD-02,USA,DDoS Attack,Low,Mitigated,167,Alerted
SEC-INC-50517,2024-03-14 05:10:39,95.24.158.99,SRV-PROD-05,Netherlands,Brute Force SSH,Low,False Positive,8,Allowed
SEC-INC-50518,2024-04-09 15:13:57,190.50.107.205,SRV-PROD-03,Netherlands,Malware Infiltration,Medium,Investigating,,Allowed
SEC-INC-50519,2024-02-03 05:56:56,54.68.187.124,SRV-PROD-02,Brazil,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50520,2024-12-10 17:58:01,74.21.172.118,SRV-PROD-06,India,DDoS Attack,Critical,False Positive,152,Blocked
SEC-INC-50521,2024-10-12 19:56:57,129.162.171.84,SRV-PROD-03,Germany,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50522,2024-04-25 00:48:33,156.124.70.85,SRV-PROD-05,Unknown,Privilege Escalation,Critical,Resolved,156,Blocked
SEC-INC-50523,2024-06-02 09:22:49,72.211.38.143,SRV-PROD-04,Brazil,Brute Force SSH,Medium,Investigating,,Allowed
SEC-INC-50524,2024-12-23 19:44:28,174.93.106.191,SRV-PROD-07,Netherlands,Malware Infiltration,Low,Resolved,67,Allowed
SEC-INC-50525,2024-11-15 17:31:08,214.17.199.81,SRV-PROD-01,Netherlands,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50526,2024-07-31 17:13:39,52.86.241.95,SRV-PROD-02,Germany,Brute Force SSH,Medium,Mitigated,106,Blocked
SEC-INC-50527,2024-04-19 14:45:25,155.218.61.74,SRV-PROD-04,USA,SQL Injection,Low,False Positive,156,Alerted
SEC-INC-50528,2024-02-12 03:39:53,66.22.204.189,SRV-PROD-01,USA,Malware Infiltration,Medium,Resolved,170,Allowed
SEC-INC-50529,2024-01-27 00:04:33,165.46.9.35,SRV-PROD-05,India,Privilege Escalation,Medium,False Positive,175,Blocked
SEC-INC-50530,2024-02-14 01:28:19,87.229.80.85,SRV-PROD-02,Russia,Malware Infiltration,Low,Resolved,162,Allowed
SEC-INC-50531,2024-04-08 06:11:13,145.211.255.126,SRV-PROD-02,Germany,Malware Infiltration,Low,Resolved,161,Alerted
SEC-INC-50532,2024-03-11 02:21:52,163.156.219.67,SRV-PROD-03,China,DDoS Attack,Medium,False Positive,13,Alerted
SEC-INC-50533,2024-06-22 05:55:39,166.208.116.92,SRV-PROD-05,Germany,Privilege Escalation,Medium,Mitigated,112,Allowed
SEC-INC-50534,2024-06-07 11:53:29,98.62.119.39,SRV-PROD-03,Russia,Phishing Attempt,Low,Resolved,42,Allowed
SEC-INC-50535,2024-08-17 04:35:29,83.186.19.73,SRV-PROD-06,India,Malware Infiltration,Low,Mitigated,116,Alerted
SEC-INC-50536,2024-03-03 23:27:31,216.242.172.142,SRV-PROD-05,Brazil,DDoS Attack,Medium,False Positive,45,Alerted
SEC-INC-50537,2024-04-08 12:33:51,61.13.9.216,SRV-PROD-05,Netherlands,Brute Force SSH,High,Mitigated,173,Blocked
SEC-INC-50538,2024-07-22 11:46:52,160.35.209.84,SRV-PROD-07,India,Malware Infiltration,High,Investigating,,Blocked
SEC-INC-50539,2024-01-04 05:58:39,109.107.24.125,SRV-PROD-06,USA,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50540,2024-09-19 21:59:17,171.246.72.233,SRV-PROD-04,USA,DDoS Attack,Low,Resolved,166,Alerted
SEC-INC-50541,2024-12-30 12:29:12,202.96.87.1,SRV-PROD-02,Unknown,Malware Infiltration,Low,Investigating,,Alerted
SEC-INC-50542,2024-12-14 23:58:52,174.71.136.101,SRV-PROD-04,Netherlands,Privilege Escalation,High,Mitigated,156,Blocked
SEC-INC-50543,2024-10-07 10:33:56,182.194.117.12,SRV-PROD-05,India,Phishing Attempt,Medium,Resolved,126,Alerted
SEC-INC-50544,2024-08-25 22:09:51,191.60.237.81,SRV-PROD-04,Unknown,SQL Injection,Low,Resolved,63,Blocked
SEC-INC-50545,2024-10-23 09:15:10,146.68.2.136,SRV-PROD-04,Russia,Brute Force SSH,Critical,Mitigated,66,Blocked
SEC-INC-50546,2024-07-22 00:04:54,155.13.246.20,SRV-PROD-05,Netherlands,Phishing Attempt,Medium,False Positive,158,Blocked
SEC-INC-50547,2024-01-27 18:04:55,193.55.137.170,SRV-PROD-05,China,Brute Force SSH,High,Mitigated,148,Blocked
SEC-INC-50548,2024-06-17 06:27:10,184.168.52.4,SRV-PROD-07,China,SQL Injection,Medium,Mitigated,10,Allowed
SEC-INC-50549,2024-03-07 09:24:01,88.169.75.172,SRV-PROD-05,Netherlands,Brute Force SSH,High,Investigating,,Blocked
SEC-INC-50550,2024-03-24 13:09:33,69.196.239.74,SRV-PROD-05,China,Phishing Attempt,Critical,Resolved,5,Blocked
SEC-INC-50551,2024-05-02 02:24:08,114.248.46.30,SRV-PROD-08,India,Phishing Attempt,Medium,Mitigated,135,Allowed
SEC-INC-50552,2024-09-03 22:22:06,116.202.22.92,SRV-PROD-02,India,Brute Force SSH,Low,Investigating,,Blocked
SEC-INC-50553,2024-05-08 00:39:49,203.206.249.204,SRV-PROD-02,China,Brute Force SSH,Low,Investigating,,Blocked
SEC-INC-50554,2024-12-19 19:28:18,94.123.254.237,SRV-PROD-06,Russia,SQL Injection,High,Mitigated,31,Blocked
SEC-INC-50555,2024-09-19 14:39:11,99.43.49.159,SRV-PROD-08,China,Privilege Escalation,Low,Mitigated,147,Alerted
SEC-INC-50556,2024-07-17 11:43:53,209.95.51.231,SRV-PROD-01,Russia,DDoS Attack,Low,False Positive,9,Blocked
SEC-INC-50557,2024-07-09 23:37:08,131.107.192.215,SRV-PROD-01,India,DDoS Attack,Low,Resolved,157,Blocked
SEC-INC-50558,2024-10-14 04:14:29,196.35.122.127,SRV-PROD-06,China,Malware Infiltration,High,False Positive,67,Blocked
SEC-INC-50559,2024-06-08 19:33:16,153.76.10.220,SRV-PROD-02,Russia,SQL Injection,Medium,Investigating,,Blocked
SEC-INC-50560,2024-05-12 13:49:12,84.72.88.218,SRV-PROD-07,China,Malware Infiltration,Low,Mitigated,83,Blocked
SEC-INC-50561,2024-06-02 14:48:49,50.7.252.73,SRV-PROD-06,USA,Privilege Escalation,Low,Investigating,,Blocked
SEC-INC-50562,2024-11-04 21:49:43,70.93.30.25,SRV-PROD-05,India,SQL Injection,High,Investigating,,Blocked
SEC-INC-50563,2024-10-22 07:43:47,194.205.21.60,SRV-PROD-01,Germany,SQL Injection,High,Resolved,145,Blocked
SEC-INC-50564,2024-10-22 19:52:53,121.233.142.169,SRV-PROD-05,China,DDoS Attack,High,Resolved,84,Blocked
SEC-INC-50565,2024-08-03 03:23:05,213.86.69.190,SRV-PROD-01,USA,Phishing Attempt,Low,Resolved,32,Alerted
SEC-INC-50566,2024-01-22 17:05:02,137.104.139.28,SRV-PROD-05,USA,Malware Infiltration,Critical,Investigating,,Blocked
SEC-INC-50567,2024-02-11 12:09:46,88.48.167.236,SRV-PROD-02,Russia,DDoS Attack,Low,Investigating,,Allowed
SEC-INC-50568,2024-12-15 18:33:25,106.254.105.2,SRV-PROD-05,Brazil,DDoS Attack,Medium,Resolved,115,Allowed
SEC-INC-50569,2024-11-09 14:08:33,94.212.136.75,SRV-PROD-06,USA,DDoS Attack,Critical,Mitigated,153,Blocked
SEC-INC-50570,2024-05-27 09:48:25,108.158.220.228,SRV-PROD-02,Netherlands,SQL Injection,Medium,Mitigated,5,Allowed
SEC-INC-50571,2024-07-26 21:30:29,93.192.65.177,SRV-PROD-03,USA,Privilege Escalation,Medium,Investigating,,Allowed
SEC-INC-50572,2024-12-30 01:27:49,104.64.191.12,SRV-PROD-02,Netherlands,Brute Force SSH,Critical,False Positive,33,Blocked
SEC-INC-50573,2024-10-21 00:06:09,211.54.184.29,SRV-PROD-01,Netherlands,Phishing Attempt,Low,Mitigated,41,Allowed
SEC-INC-50574,2024-11-27 04:29:13,139.84.251.106,SRV-PROD-07,Germany,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50575,2024-07-18 12:51:31,93.223.171.220,SRV-PROD-04,Unknown,DDoS Attack,Critical,Mitigated,17,Blocked
SEC-INC-50576,2024-05-09 00:06:40,155.119.41.16,SRV-PROD-01,Unknown,Malware Infiltration,Low,Mitigated,33,Alerted
SEC-INC-50577,2024-03-13 10:19:11,116.46.110.197,SRV-PROD-01,Unknown,Malware Infiltration,Low,Mitigated,94,Alerted
SEC-INC-50578,2024-11-25 08:10:01,160.52.177.222,SRV-PROD-05,Unknown,DDoS Attack,Low,Mitigated,61,Alerted
SEC-INC-50579,2024-03-09 00:37:27,105.166.125.99,SRV-PROD-04,USA,Phishing Attempt,Low,False Positive,138,Alerted
SEC-INC-50580,2024-12-19 03:35:54,114.221.169.133,SRV-PROD-05,Netherlands,Phishing Attempt,Low,Resolved,66,Alerted
SEC-INC-50581,2024-05-09 08:53:40,216.239.143.220,SRV-PROD-03,Unknown,Malware Infiltration,Low,Resolved,88,Blocked
SEC-INC-50582,2024-10-10 15:16:54,190.88.1.124,SRV-PROD-04,USA,Phishing Attempt,Medium,Mitigated,69,Blocked
SEC-INC-50583,2024-05-19 21:20:33,96.161.103.172,SRV-PROD-06,China,DDoS Attack,Medium,Investigating,,Allowed
SEC-INC-50584,2024-06-15 01:40:03,131.92.121.195,SRV-PROD-04,India,DDoS Attack,Low,Resolved,24,Allowed
SEC-INC-50585,2024-10-16 04:59:16,104.106.222.12,SRV-PROD-04,Unknown,DDoS Attack,Medium,Resolved,31,Blocked
SEC-INC-50586,2024-10-07 16:03:59,79.57.189.55,SRV-PROD-04,India,Phishing Attempt,Low,Resolved,155,Alerted
SEC-INC-50587,2024-03-02 10:12:34,209.151.228.116,SRV-PROD-04,China,SQL Injection,High,Resolved,28,Blocked
SEC-INC-50588,2024-05-08 21:47:03,182.192.162.241,SRV-PROD-04,Russia,DDoS Attack,Medium,Investigating,,Blocked
SEC-INC-50589,2024-12-22 00:13:53,170.210.255.56,SRV-PROD-07,India,Phishing Attempt,Low,Investigating,,Blocked
SEC-INC-50590,2024-05-22 00:00:12,154.179.90.240,SRV-PROD-06,Unknown,Malware Infiltration,Medium,Resolved,29,Blocked
SEC-INC-50591,2024-10-19 00:46:39,215.71.50.45,SRV-PROD-03,Brazil,Privilege Escalation,Low,Investigating,,Allowed
SEC-INC-50592,2024-04-17 07:11:45,78.76.118.16,SRV-PROD-08,Brazil,Malware Infiltration,Low,Resolved,57,Alerted
SEC-INC-50593,2024-11-17 10:54:28,220.111.40.177,SRV-PROD-02,USA,DDoS Attack,Low,Investigating,,Alerted
SEC-INC-50594,2024-01-18 19:24:25,89.176.216.229,SRV-PROD-07,China,Phishing Attempt,High,Investigating,,Blocked
SEC-INC-50595,2024-02-07 05:35:50,151.28.112.59,SRV-PROD-03,Germany,Privilege Escalation,Medium,False Positive,120,Allowed
SEC-INC-50596,2024-10-31 19:24:01,214.146.56.245,SRV-PROD-08,Netherlands,Brute Force SSH,Medium,Mitigated,76,Alerted
SEC-INC-50597,2024-05-13 22:04:26,99.238.188.205,SRV-PROD-01,Brazil,DDoS Attack,Low,Mitigated,28,Blocked
SEC-INC-50598,2024-02-29 04:36:57,58.59.189.180,SRV-PROD-02,Unknown,DDoS Attack,High,Investigating,,Blocked
SEC-INC-50599,2024-01-28 18:51:29,91.138.225.60,SRV-PROD-03,Brazil,Phishing Attempt,Medium,Resolved,66,Blocked
SEC-INC-50600,2024-10-09 03:02:33,131.135.138.24,SRV-PROD-05,Germany,SQL Injection,Medium,Investigating,,Allowed
SEC-INC-50601,2024-08-06 17:51:31,97.36.206.203,SRV-PROD-04,China,Malware Infiltration,Low,Mitigated,23,Alerted
SEC-INC-50602,2024-11-20 19:54:20,65.189.195.83,SRV-PROD-08,USA,Privilege Escalation,Low,False Positive,12,Allowed
SEC-INC-50603,2024-01-06 00:59:41,215.177.7.221,SRV-PROD-01,China,SQL Injection,Low,Resolved,26,Blocked
SEC-INC-50604,2024-04-07 17:30:16,70.113.201.229,SRV-PROD-06,Russia,Privilege Escalation,Medium,Resolved,43,Alerted
SEC-INC-50605,2024-06-09 13:48:02,217.30.204.235,SRV-PROD-05,Germany,SQL Injection,Low,Investigating,,Blocked
SEC-INC-50606,2024-12-08 20:59:07,183.123.74.126,SRV-PROD-02,USA,Brute Force SSH,High,False Positive,133,Blocked
SEC-INC-50607,2024-11-14 01:32:45,125.98.121.11,SRV-PROD-07,Unknown,Phishing Attempt,Low,Resolved,5,Blocked
